%time,field.header.seq,field.header.stamp,field.header.frame_id,field.status.status,field.status.service,field.latitude,field.longitude,field.altitude,field.position_covariance0,field.position_covariance1,field.position_covariance2,field.position_covariance3,field.position_covariance4,field.position_covariance5,field.position_covariance6,field.position_covariance7,field.position_covariance8,field.position_covariance_type
1517688629970834270,139,1517688618077594995,/gps,0,1,21.311795,-157.88928,10.6,0.5929,0.0,0.0,0.0,0.5929,0.0,0.0,0.0,2.3716,1
1517688630961381791,140,1517688619101191043,/gps,0,1,21.311795,-157.88928,10.6,0.5929,0.0,0.0,0.0,0.5929,0.0,0.0,0.0,2.3716,1
1517688631914197681,141,1517688620044707059,/gps,0,1,21.311795,-157.88928,10.6,0.5929,0.0,0.0,0.0,0.5929,0.0,0.0,0.0,2.3716,1
1517688632973374594,142,1517688621068449974,/gps,0,1,21.311795,-157.88928,10.6,0.5929,0.0,0.0,0.0,0.5929,0.0,0.0,0.0,2.3716,1
1517688633958816133,143,1517688622076185941,/gps,0,1,21.311795,-157.88928,10.6,0.5929,0.0,0.0,0.0,0.5929,0.0,0.0,0.0,2.3716,1
1517688634938023334,144,1517688623051891088,/gps,0,1,21.311795,-157.88928,10.6,0.5929,0.0,0.0,0.0,0.5929,0.0,0.0,0.0,2.3716,1
1517688635965717970,145,1517688624075448989,/gps,0,1,21.311795,-157.88928,10.6,0.5929,0.0,0.0,0.0,0.5929,0.0,0.0,0.0,2.3716,1
1517688636956211282,146,1517688625098908901,/gps,0,1,21.311795,-157.88928,10.6,0.5329,0.0,0.0,0.0,0.5329,0.0,0.0,0.0,2.1316,1
1517688637937671272,147,1517688626074639081,/gps,0,1,21.311795,-157.88928,10.6,0.5329,0.0,0.0,0.0,0.5329,0.0,0.0,0.0,2.1316,1
1517688638995226110,148,1517688627114370107,/gps,0,1,21.311795,-157.88928,10.7,0.5929,0.0,0.0,0.0,0.5929,0.0,0.0,0.0,2.3716,1
1517688639933342275,149,1517688628074104070,/gps,0,1,21.311795,-157.88928,10.7,0.5929,0.0,0.0,0.0,0.5929,0.0,0.0,0.0,2.3716,1
1517688640979394603,150,1517688629113662004,/gps,0,1,21.311795,-157.88928,10.7,0.5929,0.0,0.0,0.0,0.5929,0.0,0.0,0.0,2.3716,1
